,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,price,variant,Mode,Fuel,Year,Location,Models,KM
0,0.0,0.0,0.0,0.0,"₹4,15,000",VXI MANUAL,MANUAL,Petrol,January 2012,DELHI,2012 Maruti Ertiga VXI MANUAL,"37,786 km"
1,1.0,1.0,1.0,1.0,"₹3,99,142",1.5 TREND TDCI MANUAL,MANUAL,Diesel,January 2014,DELHI,2014 Ford Ecosport 1.5 TREND TDCI MANUAL,"47,562 km"
2,2.0,2.0,2.0,2.0,"₹4,55,000",1.5 S I DTEC MANUAL,MANUAL,Diesel,January 2015,DELHI,2015 Honda Mobilio 1.5 S I DTEC MANUAL,"52,945 km"
3,3.0,3.0,3.0,3.0,"₹18,00,000",2.4 VX 7 STR MANUAL,MANUAL,Diesel,May 2019,DELHI,2019 Toyota Innova Crysta 2.4 VX 7 STR MANUAL,"31,235 km"
4,4.0,4.0,4.0,4.0,"₹10,00,000",ZDI PLUS MANUAL,MANUAL,Diesel,July 2019,DELHI,2019 Maruti Ertiga ZDI PLUS MANUAL,"30,079 km"
5,5.0,5.0,5.0,5.0,"₹7,60,000",1.5 TITANIUM TI VCT AT AUTOMATIC,AUTOMATIC,Petrol,July 2017,DELHI,2017 Ford Ecosport 1.5 TITANIUM TI VCT AT AUTOMATIC,"35,515 km"
6,6.0,6.0,6.0,6.0,"₹2,35,000",C6 MANUAL,MANUAL,Diesel,October 2012,DELHI,2012 Mahindra Quanto C6 MANUAL,"98,051 km"
7,7.0,7.0,7.0,7.0,"₹8,10,000",S6 PLUS MANUAL,MANUAL,Diesel,February 2016,DELHI,2016 Mahindra Scorpio S6 PLUS MANUAL,"73,732 km"
8,8.0,8.0,8.0,8.0,"₹5,25,000",1.5TITANIUM TDCI MANUAL,MANUAL,Diesel,February 2014,DELHI,2014 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"73,120 km"
9,9.0,9.0,9.0,9.0,"₹8,30,000",S4PLUS MANUAL,MANUAL,Diesel,May 2016,DELHI,2016 Mahindra Scorpio S4PLUS MANUAL,"55,875 km"
10,10.0,10.0,10.0,10.0,"₹4,89,283",T8 MANUAL,MANUAL,Diesel,December 2015,DELHI,2015 Mahindra TUV300 T8 MANUAL,"95,349 km"
11,11.0,11.0,11.0,11.0,"₹5,53,450",85 PS RXE MANUAL,MANUAL,Diesel,May 2016,DELHI,2016 Renault Duster 85 PS RXE MANUAL,"85,227 km"
12,12.0,12.0,12.0,12.0,"₹5,20,000",1.5TITANIUM TDCI MANUAL,MANUAL,Diesel,June 2014,DELHI,2014 Ford Ecosport 1.5TITANIUM TDCI MANUAL,"65,281 km"
13,13.0,13.0,13.0,13.0,"₹5,50,000",2.2 EX 4X2 MANUAL,MANUAL,Diesel,December 2013,DELHI,2013 Tata Safari Storme 2.2 EX 4X2 MANUAL,"55,679 km"
14,14.0,14.0,14.0,14.0,"₹3,65,000",RXZ DIESEL 110 MANUAL,MANUAL,Diesel,January 2013,DELHI,2013 Renault Duster RXZ DIESEL 110 MANUAL,"65,552 km"
15,15.0,15.0,15.0,15.0,"₹4,84,500",1.5 AMBIENTE TDCI MANUAL,MANUAL,Diesel,January 2016,DELHI,2016 Ford Ecosport 1.5 AMBIENTE TDCI MANUAL,"56,599 km"
16,16.0,16.0,16.0,16.0,"₹9,25,000",1.0 TURBO GDI SX+ AT AUTOMATIC,AUTOMATIC,Petrol,May 2019,DELHI,2019 Hyundai VENUE 1.0 TURBO GDI SX+ AT AUTOMATIC,"18,572 km"
17,17.0,17.0,17.0,17.0,"₹3,49,000",K8 5 STR MANUAL,MANUAL,Petrol,January 2016,DELHI,2016 Mahindra Kuv100 K8 5 STR MANUAL,"42,070 km"
18,18.0,18.0,18.0,18.0,"₹6,75,000",VDI SHVS MANUAL,MANUAL,Diesel,May 2017,DELHI,2017 Maruti Ertiga VDI SHVS MANUAL,"55,471 km"
19,19.0,19.0,19.0,19.0,"₹11,70,000",Varicor 400 XT MANUAL,MANUAL,Diesel,January 2017,DELHI,2017 Tata Hexa Varicor 400 XT MANUAL,"60,118 km"
20,20.0,20.0,20.0,20.0,"₹6,04,499",LXI MANUAL,MANUAL,Petrol,October 2020,DELHI,2020 Maruti Dzire LXI MANUAL,800 km
21,21.0,21.0,21.0,21.0,"₹8,07,999",S MT 1.2 KAPPA,,Petrol,April 2021,DELHI,2021 Hyundai VENUE S MT 1.2 KAPPA,"2,589 km"
22,22.0,22.0,22.0,22.0,"₹5,25,699",SIGMA 1.2 K12 MANUAL,MANUAL,Petrol,November 2020,DELHI,2020 Maruti IGNIS SIGMA 1.2 K12 MANUAL,"2,206 km"
23,23.0,23.0,23.0,23.0,"₹4,08,499",VXI,,Petrol,January 2020,DELHI,2020 Maruti S PRESSO VXI,"3,176 km"
24,24.0,24.0,24.0,24.0,"₹3,78,499",VDI MANUAL,MANUAL,Diesel,April 2013,DELHI,2013 Maruti Swift VDI MANUAL,"11,019 km"
25,25.0,25.0,25.0,25.0,"₹2,85,699",VXI MANUAL,MANUAL,Petrol,September 2014,DELHI,2014 Maruti Alto 800 VXI MANUAL,"5,383 km"
26,26.0,26.0,26.0,26.0,"₹6,16,499",DELTA 1.2 K12 MANUAL,MANUAL,Petrol,January 2020,DELHI,2020 Maruti Baleno DELTA 1.2 K12 MANUAL,"6,679 km"
27,27.0,27.0,27.0,27.0,"₹2,99,099",VXI MANUAL,MANUAL,Petrol,March 2014,DELHI,2014 Maruti Alto 800 VXI MANUAL,"12,535 km"
28,28.0,28.0,28.0,28.0,"₹3,05,099",LXI MANUAL,MANUAL,Petrol,June 2017,DELHI,2017 Maruti Alto 800 LXI MANUAL,"8,501 km"
29,29.0,29.0,29.0,29.0,"₹4,53,499",ZXI MANUAL,MANUAL,Petrol,April 2012,DELHI,2012 Maruti Swift ZXI MANUAL,"15,538 km"
30,30.0,30.0,30.0,30.0,"₹5,85,000",VXI (O) 1.2L,,-,-,DELHI,-,-
31,31.0,31.0,31.0,31.0,"₹2,18,599",VXI MANUAL,MANUAL,Petrol,April 2011,DELHI,2011 Maruti Alto K10 VXI MANUAL,"20,354 km"
32,32.0,32.0,32.0,32.0,"₹4,20,000",ASTA 1.2 AT VTVT AUTOMATIC,AUTOMATIC,-,-,DELHI,-,-
33,33.0,33.0,33.0,33.0,"₹2,84,299",LXI MANUAL,MANUAL,Petrol,March 2015,DELHI,2015 Maruti Alto 800 LXI MANUAL,"7,245 km"
34,34.0,34.0,34.0,34.0,"₹2,40,199",VXI MANUAL,MANUAL,Petrol,November 2013,DELHI,2013 Maruti Alto K10 VXI MANUAL,"21,784 km"
35,35.0,35.0,35.0,35.0,"₹3,04,999",LXI MANUAL,MANUAL,Petrol,August 2017,DELHI,2017 Maruti Alto 800 LXI MANUAL,"9,527 km"
36,36.0,36.0,36.0,36.0,"₹3,74,499",VDI MANUAL,MANUAL,Diesel,February 2015,DELHI,2015 Maruti Ritz VDI MANUAL,"22,091 km"
37,37.0,37.0,37.0,37.0,"₹3,96,899",VXI AMT AUTOMATIC,AUTOMATIC,Petrol,July 2016,DELHI,2016 Maruti Celerio VXI AMT AUTOMATIC,"17,839 km"
38,38.0,38.0,38.0,38.0,"₹3,72,099",LXI MANUAL,MANUAL,Petrol,July 2020,DELHI,2020 Maruti Alto LXI MANUAL,"2,723 km"
39,39.0,39.0,39.0,39.0,"₹4,42,199",MAGNA 1.2 KAPPA VTVT MANUAL,MANUAL,Petrol,March 2017,DELHI,2017 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"9,249 km"
40,40.0,40.0,40.0,40.0,"₹2,73,299",VXI MANUAL,MANUAL,Petrol,March 2016,DELHI,2016 Maruti Alto K10 VXI MANUAL,"18,792 km"
41,41.0,41.0,41.0,41.0,"₹3,15,099",LXI MANUAL,MANUAL,Petrol,September 2018,DELHI,2018 Maruti Alto 800 LXI MANUAL,"5,851 km"
42,42.0,42.0,42.0,42.0,"₹4,25,399",5 STR WITH AC PLUSHTR MANUAL,MANUAL,Petrol,April 2019,DELHI,2019 Maruti Eeco 5 STR WITH AC PLUSHTR MANUAL,"8,454 km"
43,43.0,43.0,43.0,43.0,"₹2,38,499",VXI ABS AT AUTOMATIC,AUTOMATIC,Petrol,December 2010,DELHI,2010 Maruti A Star VXI ABS AT AUTOMATIC,"24,699 km"
44,44.0,44.0,44.0,44.0,"₹3,74,999",VXI MANUAL,MANUAL,Petrol,July 2014,DELHI,2014 Maruti Swift VXI MANUAL,"34,710 km"
45,45.0,45.0,45.0,45.0,"₹5,77,399",Magna Executive 1.2 MANUAL,MANUAL,Petrol,September 2018,DELHI,2018 Hyundai Elite i20 Magna Executive 1.2 MANUAL,"5,937 km"
46,46.0,46.0,46.0,46.0,"₹2,52,799",LXI MANUAL,MANUAL,Petrol,February 2010,DELHI,2010 Maruti Ritz LXI MANUAL,"26,740 km"
47,47.0,47.0,47.0,47.0,"₹4,30,599",1.2 VX AT I VTEC AUTOMATIC,AUTOMATIC,Petrol,May 2015,DELHI,2015 Honda Brio 1.2 VX AT I VTEC AUTOMATIC,"22,774 km"
48,48.0,48.0,48.0,48.0,"₹9,26,299",ZXI SMART HYBRID MANUAL,MANUAL,Petrol,July 2019,DELHI,2019 Maruti Ertiga ZXI SMART HYBRID MANUAL,353 km
49,49.0,49.0,49.0,49.0,"₹6,42,899",VXI AMT AUTOMATIC,AUTOMATIC,Petrol,August 2019,DELHI,2019 Maruti Swift VXI AMT AUTOMATIC,"3,778 km"
50,50.0,50.0,50.0,50.0,"₹4,24,399",MAGNA 1.2 KAPPA VTVT MANUAL,MANUAL,Petrol,January 2016,DELHI,2016 Hyundai Grand i10 MAGNA 1.2 KAPPA VTVT MANUAL,"19,017 km"
51,51.0,51.0,51.0,51.0,"₹2,90,599",LXI MANUAL,MANUAL,Petrol,September 2017,DELHI,2017 Maruti Alto 800 LXI MANUAL,"18,113 km"
52,52.0,52.0,52.0,52.0,"₹2,88,899",LXI MANUAL,MANUAL,Petrol,-,DELHI,2018 Maruti Alto 800 LXI MANUAL,"10,123 km"
53,53.0,53.0,53.0,53.0,"₹3,12,399",VDI MANUAL,MANUAL,Diesel,February 2013,DELHI,2013 Maruti Swift VDI MANUAL,"39,124 km"
54,54.0,54.0,54.0,54.0,"₹2,43,399",VDI MANUAL,MANUAL,Diesel,-,DELHI,2012 Maruti Ritz VDI MANUAL,"41,213 km"
55,55.0,55.0,55.0,55.0,"₹3,81,499",VXI MANUAL,MANUAL,Petrol,January 2019,DELHI,2019 Maruti Alto K10 VXI MANUAL,"8,339 km"
56,56.0,56.0,56.0,56.0,"₹5,18,199",SPORTS 1.2 VTVT MANUAL,MANUAL,Petrol,March 2017,DELHI,2017 Hyundai Grand i10 SPORTS 1.2 VTVT MANUAL,"10,321 km"
57,57.0,57.0,57.0,57.0,"₹2,86,000",1.2 EX MT I VTEC MANUAL,MANUAL,-,-,DELHI,-,-
58,58.0,58.0,58.0,58.0,"₹2,29,299",VXI MANUAL,MANUAL,Petrol,May 2014,DELHI,2014 Maruti Alto 800 VXI MANUAL,"23,739 km"
59,59.0,59.0,59.0,59.0,"₹2,02,499",SPORTZ MANUAL,MANUAL,Petrol,October 2015,DELHI,2015 Hyundai Eon SPORTZ MANUAL,"19,168 km"
60,60.0,60.0,60.0,60.0,"₹2,46,099",ERA PLUS MANUAL,MANUAL,Petrol,February 2016,DELHI,2016 Hyundai Eon ERA PLUS MANUAL,"19,404 km"
61,61.0,61.0,61.0,61.0,"₹3,55,099",MAGNA 1.2 VTVT MANUAL,MANUAL,Petrol,September 2013,DELHI,2013 Hyundai Grand i10 MAGNA 1.2 VTVT MANUAL,"40,273 km"
62,62.0,62.0,62.0,62.0,"₹3,45,599",VDI BS IV MANUAL,MANUAL,Diesel,November 2012,DELHI,2012 Maruti Swift Dzire VDI BS IV MANUAL,"42,478 km"
63,63.0,63.0,63.0,63.0,"₹1,78,499",LXI MANUAL,MANUAL,Petrol,May 2010,DELHI,2010 Maruti Alto LXI MANUAL,"34,611 km"
64,64.0,64.0,64.0,64.0,"₹2,40,099",LXI MANUAL,MANUAL,Petrol,March 2015,DELHI,2015 Maruti Alto 800 LXI MANUAL,"26,525 km"
65,65.0,65.0,65.0,65.0,"₹3,87,599",VXI MANUAL,MANUAL,Petrol,January 2019,DELHI,2019 Maruti Alto K10 VXI MANUAL,"9,998 km"
66,66.0,66.0,66.0,66.0,"₹2,89,199",LXI MANUAL,MANUAL,Petrol,January 2013,DELHI,2013 Maruti Alto 800 LXI MANUAL,"10,111 km"
67,67.0,67.0,67.0,67.0,"₹2,62,899",VXI MANUAL,MANUAL,Petrol,July 2014,DELHI,2014 Maruti Alto 800 VXI MANUAL,"37,134 km"
68,68.0,68.0,68.0,68.0,"₹4,07,799",V MT PETROL MANUAL,MANUAL,Petrol,February 2013,DELHI,2013 Honda City V MT PETROL MANUAL,"40,028 km"
69,69.0,69.0,69.0,69.0,"₹1,90,799",LXI MANUAL,MANUAL,Petrol,January 2010,DELHI,2010 Maruti Alto LXI MANUAL,"29,645 km"
70,70.0,70.0,70.0,70.0,"₹2,27,999",VXI MANUAL,MANUAL,Petrol,August 2014,DELHI,2014 Maruti Alto 800 VXI MANUAL,"38,526 km"
71,71.0,71.0,71.0,71.0,"₹3,58,599",VXI MANUAL,MANUAL,Petrol,July 2017,DELHI,2017 Maruti Alto K10 VXI MANUAL,"18,905 km"
72,72.0,72.0,72.0,72.0,"₹2,40,499",VXI BS IV MANUAL,MANUAL,Petrol,January 2011,DELHI,2011 Maruti Ritz VXI BS IV MANUAL,"36,916 km"
73,73.0,73.0,73.0,73.0,"₹2,76,599",LXI MANUAL,MANUAL,Petrol,March 2017,DELHI,2017 Maruti Alto 800 LXI MANUAL,"23,227 km"
74,74.0,74.0,74.0,74.0,"₹3,21,499",LXI MANUAL,MANUAL,Petrol,-,DELHI,2012 Maruti Swift LXI MANUAL,"31,999 km"
75,75.0,75.0,75.0,75.0,"₹2,90,599",LXI MANUAL,MANUAL,Petrol,January 2018,DELHI,2018 Maruti Alto 800 LXI MANUAL,"23,900 km"
76,76.0,76.0,76.0,76.0,"₹3,67,699",VXI MANUAL,MANUAL,Petrol,February 2019,DELHI,2019 Maruti Alto K10 VXI MANUAL,"13,026 km"
77,77.0,77.0,77.0,77.0,"₹3,19,799",LXI MANUAL,MANUAL,Petrol,April 2018,DELHI,2018 Maruti Alto 800 LXI MANUAL,"15,838 km"
78,78.0,78.0,78.0,78.0,"₹3,80,599",VDI BS IV MANUAL,MANUAL,Diesel,May 2013,DELHI,2013 Maruti Swift Dzire VDI BS IV MANUAL,"44,284 km"
79,79.0,79.0,79.0,79.0,"₹1,89,699",VXI MANUAL,MANUAL,Petrol,October 2010,DELHI,2010 Maruti Alto K10 VXI MANUAL,"40,666 km"
80,80.0,80.0,80.0,80.0,"₹4,16,799",1.8 G,,Petrol,February 2011,DELHI,2011 Toyota Corolla Altis 1.8 G,"43,114 km"
81,81.0,81.0,81.0,81.0,"₹2,68,099",VXI MANUAL,MANUAL,Petrol,April 2010,DELHI,2010 Maruti Swift Dzire VXI MANUAL,"44,518 km"
82,82.0,82.0,82.0,82.0,"₹4,81,655",Trendline 1.0 MANUAL,MANUAL,-,-,DELHI,-,-
83,83.0,83.0,83.0,83.0,"₹3,19,799",MAGNA PLUS MANUAL,MANUAL,Petrol,September 2015,DELHI,2015 Hyundai Eon MAGNA PLUS MANUAL,"22,176 km"
84,84.0,84.0,84.0,84.0,"₹3,41,199",VDI MANUAL,MANUAL,Diesel,October 2013,DELHI,2013 Maruti Swift VDI MANUAL,"45,014 km"
85,85.0,85.0,85.0,85.0,"₹2,56,799",ZXI MANUAL,MANUAL,Petrol,-,DELHI,2010 Maruti Ritz ZXI MANUAL,"41,832 km"
86,86.0,86.0,86.0,86.0,"₹3,05,599",RXT Opt MANUAL,MANUAL,Petrol,November 2015,DELHI,2015 Renault Kwid RXT Opt MANUAL,"20,231 km"
87,87.0,87.0,87.0,87.0,"₹2,14,299",ERA PLUS MANUAL,MANUAL,Petrol,May 2014,DELHI,2014 Hyundai Eon ERA PLUS MANUAL,"44,012 km"
88,88.0,88.0,88.0,88.0,"₹3,38,999",VDI MANUAL,MANUAL,Diesel,December 2012,DELHI,2012 Maruti Swift VDI MANUAL,"47,140 km"
89,89.0,89.0,89.0,89.0,"₹2,47,399",LXI MANUAL,MANUAL,Petrol,July 2014,DELHI,2014 Maruti Alto K10 LXI MANUAL,"31,013 km"
90,90.0,90.0,90.0,90.0,"₹3,36,699",LXI MANUAL,MANUAL,Petrol,January 2020,DELHI,2020 Maruti Alto LXI MANUAL,"9,641 km"
91,91.0,91.0,91.0,91.0,"₹5,98,000",DELTA 1.2 K12 MANUAL,MANUAL,-,-,DELHI,-,-
92,92.0,92.0,92.0,92.0,"₹3,36,299",VDI MANUAL,MANUAL,Diesel,October 2013,DELHI,2013 Maruti Swift VDI MANUAL,"45,478 km"
93,93.0,93.0,93.0,93.0,"₹4,29,299",ZXI AMT AUTOMATIC,AUTOMATIC,Petrol,May 2017,DELHI,2017 Maruti Celerio ZXI AMT AUTOMATIC,"29,699 km"
94,94.0,94.0,94.0,94.0,"₹2,85,199",VXI MANUAL,MANUAL,Petrol,May 2016,DELHI,2016 Maruti Alto 800 VXI MANUAL,"32,339 km"
95,95.0,95.0,95.0,95.0,"₹2,47,199",VXI MANUAL,MANUAL,Petrol,March 2014,DELHI,2014 Maruti Alto 800 VXI MANUAL,"42,796 km"
96,96.0,96.0,96.0,96.0,"₹3,65,999",1.0 S AT,,Petrol,June 2018,DELHI,2018 Datsun Redi Go 1.0 S AT,"21,341 km"
97,97.0,97.0,97.0,97.0,"₹3,96,199",S MT PETROL MANUAL,MANUAL,Petrol,September 2010,DELHI,2010 Honda City S MT PETROL MANUAL,"35,578 km"
98,98.0,98.0,98.0,98.0,"₹4,16,699",VXI AMT AUTOMATIC,AUTOMATIC,Petrol,July 2016,DELHI,2016 Maruti Celerio VXI AMT AUTOMATIC,"32,914 km"
99,99.0,99.0,99.0,99.0,"₹4,02,599",VDI BS IV MANUAL,MANUAL,Diesel,March 2013,DELHI,2013 Maruti Swift Dzire VDI BS IV MANUAL,"39,947 km"
100,100.0,100.0,100.0,100.0,"₹3,66,399",S MT PETROL MANUAL,MANUAL,Petrol,May 2010,DELHI,2010 Honda City S MT PETROL MANUAL,"47,405 km"
101,101.0,101.0,101.0,101.0,"₹2,60,599",5 STR WITH AC PLUSHTR MANUAL,MANUAL,Petrol,November 2015,DELHI,2015 Maruti Eeco 5 STR WITH AC PLUSHTR MANUAL,"17,035 km"
102,102.0,102.0,102.0,102.0,"₹2,93,599",ERA 1.4 CRDI MANUAL,MANUAL,Diesel,January 2013,DELHI,2013 Hyundai i20 ERA 1.4 CRDI MANUAL,"44,007 km"
103,103.0,103.0,103.0,103.0,"₹2,90,000",MAGNA PLUS MANUAL,MANUAL,-,-,DELHI,-,-
104,104.0,104.0,104.0,104.0,"₹2,99,099",SPORTZ 1.2 AT KAPPA2 AUTOMATIC,AUTOMATIC,Petrol,September 2012,DELHI,2012 Hyundai i10 SPORTZ 1.2 AT KAPPA2 AUTOMATIC,"36,725 km"
105,105.0,105.0,105.0,105.0,"₹3,97,899",FLUIDIC 1.6 SX CRDI MANUAL,MANUAL,Diesel,-,DELHI,2012 Hyundai Verna FLUIDIC 1.6 SX CRDI MANUAL,"48,288 km"
106,106.0,106.0,106.0,106.0,"₹3,53,489",SPORTZ 1.2 VTVT MANUAL,MANUAL,-,-,DELHI,-,-
107,107.0,107.0,107.0,107.0,"₹4,44,399",MAGNA 1.2 VTVT MANUAL,MANUAL,Petrol,March 2018,DELHI,2018 Hyundai Grand i10 MAGNA 1.2 VTVT MANUAL,"24,685 km"
108,108.0,108.0,108.0,108.0,"₹2,03,711",D LITE PLUS MANUAL,MANUAL,-,-,DELHI,-,-
109,109.0,109.0,109.0,109.0,"₹2,75,299",MAGNA PLUS MANUAL,MANUAL,Petrol,May 2015,DELHI,2015 Hyundai Eon MAGNA PLUS MANUAL,"44,875 km"
110,110.0,110.0,110.0,110.0,"₹3,17,599",LXI MANUAL,MANUAL,Petrol,July 2012,DELHI,2012 Maruti Swift LXI MANUAL,"40,551 km"
111,111.0,111.0,111.0,111.0,"₹3,17,599",LXI MANUAL,MANUAL,Petrol,February 2016,DELHI,2016 Maruti Alto 800 LXI MANUAL,"21,305 km"
112,112.0,112.0,112.0,112.0,"₹4,30,799",XT 1.2 REVOTRON MANUAL,MANUAL,Petrol,January 2019,DELHI,2019 Tata Tiago XT 1.2 REVOTRON MANUAL,"25,513 km"
113,113.0,113.0,113.0,113.0,"₹1,89,599",LXI MANUAL,MANUAL,Petrol,April 2010,DELHI,2010 Maruti Wagon R 1.0 LXI MANUAL,"45,029 km"
114,114.0,114.0,114.0,114.0,"₹3,06,499",LXI MANUAL,MANUAL,Petrol,February 2016,DELHI,2016 Maruti Alto K10 LXI MANUAL,"32,519 km"
115,115.0,115.0,115.0,115.0,"₹4,92,599",VDI ABS MANUAL,MANUAL,Diesel,April 2013,DELHI,2013 Maruti Ertiga VDI ABS MANUAL,"39,203 km"
116,116.0,116.0,116.0,116.0,"₹4,89,899",MAGNA 1.4 CRDI MANUAL,MANUAL,Diesel,September 2015,DELHI,2015 Hyundai Elite i20 MAGNA 1.4 CRDI MANUAL,"34,526 km"
117,117.0,117.0,117.0,117.0,"₹3,31,599",RXL MANUAL,MANUAL,Petrol,February 2019,DELHI,2019 Renault Kwid RXL MANUAL,"13,953 km"
118,118.0,118.0,118.0,118.0,"₹4,34,299",VXI REGALIA,,Petrol,February 2015,DELHI,2015 Maruti Swift Dzire VXI REGALIA,"41,516 km"
119,119.0,119.0,119.0,119.0,"₹3,75,499",VXI MANUAL,MANUAL,Petrol,January 2018,DELHI,2018 Maruti Alto K10 VXI MANUAL,"3,212 km"
120,120.0,120.0,120.0,120.0,"₹2,39,622",1.2 E MT I VTEC MANUAL,MANUAL,-,-,DELHI,-,-
121,121.0,121.0,121.0,121.0,"₹3,26,672",LXI MANUAL,MANUAL,-,-,DELHI,-,-
122,122.0,122.0,122.0,122.0,"₹3,98,399",VXI MANUAL,MANUAL,Petrol,March 2014,DELHI,2014 Maruti Swift VXI MANUAL,"48,866 km"
123,123.0,123.0,123.0,123.0,"₹2,60,099",VXI MANUAL,MANUAL,Petrol,May 2016,DELHI,2016 Maruti Alto 800 VXI MANUAL,"41,853 km"
124,124.0,124.0,124.0,124.0,"₹2,80,000",ALL STAR 1.6 MPI MANUAL,MANUAL,-,-,DELHI,-,-
125,125.0,125.0,125.0,125.0,"₹2,83,999",RXL MANUAL,MANUAL,Petrol,July 2018,DELHI,2018 Renault Kwid RXL MANUAL,"31,537 km"
126,126.0,126.0,126.0,126.0,"₹2,12,199",VXI BS IV MANUAL,MANUAL,Petrol,March 2010,DELHI,2010 Maruti Ritz VXI BS IV MANUAL,"50,313 km"
127,127.0,127.0,127.0,127.0,"₹5,82,699",SPORTZ 1.2 MANUAL,MANUAL,Petrol,March 2017,DELHI,2017 Hyundai Elite i20 SPORTZ 1.2 MANUAL,"19,330 km"
128,128.0,128.0,128.0,128.0,"₹6,74,399",VDI MANUAL,MANUAL,Diesel,September 2016,DELHI,2016 Maruti Vitara Brezza VDI MANUAL,"29,262 km"
129,129.0,129.0,129.0,129.0,"₹3,08,999",RXT MANUAL,MANUAL,Petrol,November 2015,DELHI,2015 Renault Kwid RXT MANUAL,"14,506 km"
130,130.0,130.0,130.0,130.0,"₹3,42,199",VXI MANUAL,MANUAL,Petrol,February 2012,DELHI,2012 Maruti Swift VXI MANUAL,"34,092 km"
131,131.0,131.0,131.0,131.0,"₹3,00,999",VXI MANUAL,MANUAL,Petrol,January 2016,DELHI,2016 Maruti Alto K10 VXI MANUAL,"34,487 km"
132,132.0,132.0,132.0,132.0,"₹4,06,499",LXI MANUAL,MANUAL,Petrol,July 2014,DELHI,2014 Maruti Swift LXI MANUAL,"48,193 km"
133,133.0,133.0,133.0,133.0,"₹4,35,299",VXI (O) MANUAL,MANUAL,Petrol,February 2018,DELHI,2018 Maruti Celerio VXI (O) MANUAL,"21,136 km"
134,134.0,134.0,134.0,134.0,"₹2,78,399",LXI MANUAL,MANUAL,Petrol,-,DELHI,2018 Maruti Alto 800 LXI MANUAL,"27,886 km"
135,135.0,135.0,135.0,135.0,"₹4,05,000",VXI MANUAL,MANUAL,-,-,DELHI,-,-
136,136.0,136.0,136.0,136.0,"₹5,34,255",1.2 TITANIUM PETROL MANUAL,MANUAL,-,-,DELHI,-,-
137,137.0,137.0,137.0,137.0,"₹3,11,499",VDI BS IV MANUAL,MANUAL,Diesel,September 2012,DELHI,2012 Maruti Swift Dzire VDI BS IV MANUAL,"48,390 km"
138,138.0,138.0,138.0,138.0,"₹3,14,099",VXI MANUAL,MANUAL,Petrol,March 2017,DELHI,2017 Maruti Alto K10 VXI MANUAL,"30,113 km"
139,139.0,139.0,139.0,139.0,"₹3,60,899",VDI MANUAL,MANUAL,Diesel,February 2013,DELHI,2013 Maruti Swift VDI MANUAL,"45,994 km"
140,140.0,140.0,140.0,140.0,"₹6,04,499",LXI MANUAL,MANUAL,Petrol,October 2020,DELHI,2020 Maruti Dzire LXI MANUAL,800 km
141,141.0,141.0,141.0,141.0,"₹8,07,999",S MT 1.2 KAPPA,,Petrol,April 2021,DELHI,2021 Hyundai VENUE S MT 1.2 KAPPA,"2,589 km"
142,142.0,142.0,142.0,142.0,"₹5,25,699",SIGMA 1.2 K12 MANUAL,MANUAL,Petrol,November 2020,DELHI,2020 Maruti IGNIS SIGMA 1.2 K12 MANUAL,"2,206 km"
143,143.0,143.0,143.0,143.0,"₹4,08,499",VXI,,Petrol,January 2020,DELHI,2020 Maruti S PRESSO VXI,"3,176 km"
144,144.0,144.0,144.0,144.0,"₹3,78,499",VDI MANUAL,MANUAL,Diesel,April 2013,DELHI,2013 Maruti Swift VDI MANUAL,"11,019 km"
145,145.0,145.0,145.0,145.0,"₹2,85,699",VXI MANUAL,MANUAL,Petrol,September 2014,DELHI,2014 Maruti Alto 800 VXI MANUAL,"5,383 km"
146,146.0,146.0,146.0,146.0,"₹6,16,499",DELTA 1.2 K12 MANUAL,MANUAL,Petrol,January 2020,DELHI,2020 Maruti Baleno DELTA 1.2 K12 MANUAL,"6,679 km"
147,147.0,147.0,147.0,147.0,"₹2,99,099",VXI MANUAL,MANUAL,Petrol,March 2014,DELHI,2014 Maruti Alto 800 VXI MANUAL,"12,535 km"
148,148.0,148.0,148.0,148.0,"₹3,05,099",LXI MANUAL,MANUAL,Petrol,June 2017,DELHI,2017 Maruti Alto 800 LXI MANUAL,"8,501 km"
149,149.0,149.0,149.0,149.0,"₹4,53,499",ZXI MANUAL,MANUAL,Petrol,April 2012,DELHI,2012 Maruti Swift ZXI MANUAL,"15,538 km"
150,150.0,150.0,150.0,150.0,"₹5,85,000",VXI (O) 1.2L,,-,-,DELHI,-,-
151,151.0,151.0,151.0,151.0,"₹2,18,599",VXI MANUAL,MANUAL,Petrol,April 2011,DELHI,2011 Maruti Alto K10 VXI MANUAL,"20,354 km"
152,152.0,152.0,152.0,152.0,"₹4,20,000",ASTA 1.2 AT VTVT AUTOMATIC,AUTOMATIC,-,-,DELHI,-,-
153,153.0,153.0,153.0,153.0,"₹2,84,299",LXI MANUAL,MANUAL,Petrol,March 2015,DELHI,2015 Maruti Alto 800 LXI MANUAL,"7,245 km"
154,154.0,154.0,154.0,154.0,"₹2,40,199",VXI MANUAL,MANUAL,Petrol,November 2013,DELHI,2013 Maruti Alto K10 VXI MANUAL,"21,784 km"
